Player,Driving_Rank,Average_Drive_Distance,Year,Percent_Fairway_Hit,Percent_Greens_Hit,Top_10's,Percent_BreakPar_Rank,Avg_Score_Rank,Money_Rank,Percent_Par3_Bird,Percent_Par4_Bird,Percent_Par5_Bird,Avg_scoreB4cut,Masters_Top_10,Masters_Top_25
Skip Kendall,189.0,265.2,2007,73.6,58.64,1.0,185.0,95.0,138.0,13.21,12.16,30.3,71.78,,
Craig Bowden,190.0,264.6,2007,72.73,66.96,,107.0,152.0,190.0,11.63,15.14,35.14,72.18,,
Gavin Coles,191.0,262.4,2007,70.35,60.63,1.0,121.0,69.0,114.0,10.62,14.93,37.65,70.53,,
Corey Pavin,192.0,255.6,2007,65.08,63.17,1.0,184.0,154.0,90.0,5.56,12.94,32.61,71.52,,
Bubba Watson,1.0,313.5,2008,54.47,68.01,1.0,83.0,82.0,90.0,11.89,12.37,48.7,70.91,0.0,1.0
J.B. Holmes,2.0,307.7,2008,47.89,66.28,2.0,8.0,38.0,9.0,10.92,17.74,54.84,70.71,0.0,1.0
Dustin Johnson,3.0,305.2,2008,51.97,63.97,2.0,28.0,99.0,67.0,7.35,20.11,40.91,71.04,,
Brett Wetterich,4.0,302.8,2008,59.62,71.05,,27.0,165.0,169.0,5.19,14.58,54.79,71.5,0.0,0.0
Robert Garrigus,5.0,301.3,2008,53.95,65.66,,200.0,188.0,182.0,7.61,8.62,37.5,72.38,,
Anthony Kim,6.0,301.2,2008,58.7,67.2,1.0,21.0,57.0,86.0,7.06,18.02,49.3,71.06,,
Fred Couples,7.0,300.4,2008,61.13,67.28,2.0,41.0,42.0,63.0,9.73,14.75,49.47,70.44,0.0,0.0
Tag Ridings,8.0,299.2,2008,57.01,60.59,1.0,156.0,180.0,113.0,9.7,13.86,33.64,72.0,,
Jason Gore,9.0,297.9,2008,63.88,62.15,1.0,96.0,132.0,94.0,13.53,12.91,40.91,71.22,,
Harrison Frazar,10.0,295.4,2008,59.67,67.52,,172.0,169.0,197.0,10.59,13.76,29.33,71.92,,
Sergio Garcia,11.0,295.0,2008,64.29,67.36,,147.0,25.0,109.0,9.38,15.0,36.36,70.63,0.0,0.0
Charles Warren,12.0,294.2,2008,65.56,63.89,1.0,64.0,120.0,61.0,12.04,14.5,42.86,71.75,,
Bill Haas,13.0,293.9,2008,55.61,67.62,1.0,72.0,71.0,80.0,9.49,13.95,46.9,71.23,,
Phil Mickelson,13.0,293.9,2008,55.44,67.9,3.0,6.0,4.0,2.0,9.17,20.07,47.31,70.13,1.0,1.0
Troy Matteson,15.0,293.8,2008,56.43,66.67,2.0,54.0,106.0,49.0,10.53,15.48,45.79,71.77,,
Kenny Perry,16.0,293.4,2008,63.68,64.98,1.0,25.0,19.0,52.0,12.41,15.91,50.48,69.85,,
Andres Romero,16.0,293.4,2008,52.56,59.52,1.0,86.0,138.0,12.0,14.12,14.55,36.99,72.6,1.0,1.0
Brandt Jobe,18.0,293.1,2008,51.79,63.19,,186.0,185.0,188.0,7.81,13.53,31.48,72.5,,
John Merrick,19.0,292.9,2008,64.1,69.84,2.0,37.0,8.0,33.0,11.64,15.54,48.28,70.04,,
Padraig Harrington,19.0,292.9,2008,55.16,62.85,2.0,2.0,11.0,27.0,12.31,24.07,44.26,70.56,1.0,1.0
Mathew Goggin,21.0,292.5,2008,67.11,67.0,1.0,121.0,62.0,78.0,8.7,13.82,39.66,70.76,,
Travis Perkins,22.0,292.1,2008,50.56,64.53,,148.0,191.0,210.0,7.69,12.89,38.57,72.47,,
Lucas Glover,23.0,292.0,2008,60.84,63.44,,58.0,79.0,115.0,10.85,15.12,44.76,70.95,,
Paul Casey,24.0,291.5,2008,59.9,61.51,1.0,45.0,137.0,107.0,16.67,15.97,37.5,72.0,0.0,1.0
Stewart Cink,24.0,291.5,2008,55.36,70.9,3.0,16.0,7.0,8.0,11.24,17.48,44.58,69.79,1.0,1.0
Nicholas Thompson,24.0,291.5,2008,65.38,60.59,2.0,14.0,73.0,44.0,10.76,19.34,43.61,70.88,,
James Driscoll,27.0,291.4,2008,46.91,60.28,,110.0,173.0,98.0,18.35,12.96,32.58,72.65,,
Jason Day,28.0,291.2,2008,56.79,62.39,2.0,52.0,106.0,69.0,15.89,14.34,42.7,72.05,,
Martin Laird,29.0,291.1,2008,63.4,66.67,,145.0,176.0,184.0,8.77,12.84,40.43,72.0,,
Stuart Appleby,29.0,291.1,2008,57.78,64.53,5.0,22.0,17.0,24.0,12.96,16.79,44.57,70.14,0.0,1.0
Jimmy Walker,29.0,291.1,2008,47.51,59.83,,187.0,138.0,187.0,8.24,14.22,31.15,71.31,,
Davis Love III,32.0,290.6,2008,53.11,61.87,,79.0,153.0,146.0,12.09,16.67,35.21,72.33,,
George McNeill,33.0,290.5,2008,57.26,66.35,1.0,76.0,115.0,59.0,12.06,16.13,36.75,71.52,,
Pat Perez,33.0,290.5,2008,63.15,65.97,2.0,56.0,34.0,46.0,11.45,15.59,43.81,70.89,,
Nick Watney,33.0,290.5,2008,60.1,64.09,1.0,61.0,77.0,81.0,12.39,13.7,45.45,70.76,0.0,1.0
Steve Marino,36.0,290.4,2008,65.06,67.52,2.0,13.0,14.0,25.0,18.08,16.59,46.62,70.17,,
Vijay Singh,37.0,290.3,2008,57.92,71.85,4.0,17.0,5.0,4.0,11.97,17.28,48.48,69.76,0.0,1.0
Trevor Immelman,38.0,290.1,2008,61.96,66.39,,201.0,153.0,129.0,9.52,9.91,31.25,71.79,1.0,1.0
Camilo Villegas,38.0,290.1,2008,57.14,63.89,,32.0,41.0,96.0,12.5,15.29,53.03,70.42,0.0,0.0
John Daly,40.0,289.9,2008,45.8,57.02,,161.0,202.0,204.0,5.21,14.58,35.9,73.58,,
Charley Hoffman,40.0,289.9,2008,69.13,71.03,2.0,62.0,135.0,72.0,12.5,13.4,43.86,72.2,,
Rory Sabbatini,42.0,289.7,2008,63.53,68.06,2.0,3.0,21.0,16.0,10.87,21.92,47.5,70.5,0.0,0.0
Sean O'Hair,43.0,289.6,2008,58.33,64.53,2.0,150.0,79.0,11.0,7.41,13.48,42.31,71.63,0.0,1.0
Steve Allan,44.0,289.3,2008,63.2,60.49,1.0,164.0,160.0,152.0,14.49,10.11,37.29,73.23,,
Bo Van Pelt,45.0,289.2,2008,61.56,61.59,1.0,138.0,136.0,77.0,15.45,11.93,36.26,71.95,,
Robert Allenby,45.0,289.2,2008,64.54,72.38,2.0,23.0,10.0,29.0,8.97,18.68,43.8,69.65,0.0,0.0
Jason Bohn,47.0,289.1,2008,71.73,69.61,,97.0,67.0,143.0,11.59,13.37,38.46,71.36,,
Tiger Woods,48.0,289.0,2008,55.95,74.54,4.0,1.0,1.0,1.0,18.75,22.66,55.0,67.17,1.0,1.0
Daniel Chopra,48.0,289.0,2008,52.25,64.6,1.0,23.0,51.0,10.0,14.79,16.48,42.74,71.09,0.0,0.0
Matt Jones,48.0,289.0,2008,53.4,63.4,1.0,91.0,29.0,64.0,9.49,14.11,45.08,70.0,,
Boo Weekley,51.0,288.9,2008,68.25,68.86,3.0,33.0,28.0,36.0,13.74,15.54,46.79,70.85,0.0,1.0
Tommy Gainey,52.0,288.8,2008,58.55,65.15,,10.0,131.0,203.0,12.82,19.31,43.55,71.73,,
Kevin Stadler,53.0,288.4,2008,59.67,64.39,1.0,62.0,112.0,121.0,13.01,17.14,35.29,71.36,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,186.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,109.0,216.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,186.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,177.0,193.0,216.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,186.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,109.0,216.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,186.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,61.73,,190.0,193.0,216.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,186.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,109.0,216.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,13.11,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,14.89,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,14.89,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,14.89,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,14.89,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,12.5,31.52,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,12.5,31.52,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,12.5,29.27,71.55,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,186.0,5.36,12.5,29.27,73.26,,
Richard Johnson,53.0,288.4,2008,60.0,58.44,,177.0,193.0,216.0,13.11,14.89,31.52,71.55,,
